시즌,소속팀,이름,포지션,WAR*,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WPA
1989,해태 타이거즈,이경복,,0.03,5,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0,0.483,207.8,
1989,해태 타이거즈,서창기,,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,
1989,해태 타이거즈,김종모,CF,-0.01,57,141,127,6,30,4,0,0,34,16,0,0,9,1,0,10,9,2,2,0.236,0.288,0.268,0.556,0.269,58.8,
1989,해태 타이거즈,김태완,,-0.06,50,40,35,10,7,3,0,0,10,5,4,4,4,0,0,4,1,0,1,0.2,0.275,0.286,0.561,0.272,60.9,
1989,해태 타이거즈,차영화,2B,-0.08,15,9,9,0,2,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0.222,0.222,0.222,0.444,0.215,21.3,
1989,해태 타이거즈,윤재호,2B,-0.08,45,88,79,3,17,2,0,0,19,10,2,1,7,0,0,12,1,1,1,0.215,0.276,0.241,0.516,0.253,48.3,
1989,해태 타이거즈,박병호,C,-0.16,13,23,22,2,3,0,0,0,3,0,0,0,0,1,0,6,1,0,0,0.136,0.174,0.136,0.31,0.159,-17.4,
1989,해태 타이거즈,조재환,RF,-0.2,85,234,206,24,51,4,0,1,58,8,2,2,17,0,0,22,2,11,0,0.248,0.305,0.282,0.587,0.275,63.5,
1989,해태 타이거즈,김평호,RF,-0.24,96,129,113,9,29,2,0,0,31,5,5,6,9,0,0,21,1,7,0,0.257,0.312,0.274,0.586,0.274,62.6,
1989,해태 타이거즈,김성규,LF,-0.28,27,63,53,6,8,1,0,0,9,0,0,1,9,1,1,11,0,0,0,0.151,0.286,0.17,0.456,0.237,36.9,
1989,해태 타이거즈,이건열,RF,-0.34,92,242,221,15,47,7,0,3,63,21,8,1,12,3,0,28,7,4,2,0.213,0.261,0.285,0.546,0.26,52.7,
1989,해태 타이거즈,장호익,C,-0.45,38,71,68,4,10,0,0,0,10,2,0,0,2,1,0,6,2,0,0,0.147,0.183,0.147,0.33,0.167,-11.7,
1989,태평양 돌핀스,김동기,C,4.71,120,489,399,61,100,25,1,11,160,59,7,9,77,7,8,86,8,2,4,0.251,0.378,0.401,0.779,0.367,126.7,
1989,태평양 돌핀스,원원근,SS,2.23,109,257,228,24,70,10,2,3,93,38,5,5,21,2,1,30,6,5,1,0.307,0.369,0.408,0.777,0.363,124.1,
1989,태평양 돌핀스,김일권,CF,2.11,113,437,383,48,100,23,1,1,128,28,62,22,36,1,3,19,8,14,3,0.261,0.324,0.334,0.658,0.305,84.4,
1989,태평양 돌핀스,이선웅,SS,1.77,117,394,339,33,81,13,2,1,101,35,11,0,42,3,4,21,7,5,5,0.239,0.324,0.298,0.622,0.298,79.1,
1989,태평양 돌핀스,이광길,1B,1.7,120,458,370,42,100,17,3,0,123,38,17,8,62,4,1,52,8,17,5,0.27,0.376,0.332,0.709,0.335,104.8,
1989,태평양 돌핀스,김한근,2B,1.62,93,200,166,20,46,7,0,3,62,21,3,3,28,3,0,30,3,1,2,0.277,0.387,0.373,0.76,0.368,127.5,
1989,태평양 돌핀스,유동효,3B,1.47,109,240,195,31,46,10,1,3,67,17,3,0,33,4,0,49,4,6,2,0.236,0.355,0.344,0.698,0.333,103.4,
1989,태평양 돌핀스,홍문종,LF,1.07,114,433,381,60,92,15,3,6,131,31,16,8,39,2,2,40,5,10,1,0.241,0.314,0.344,0.658,0.308,86.5,
1989,태평양 돌핀스,김윤환,RF,0.95,116,314,266,35,59,12,1,9,100,42,17,8,35,2,3,40,6,10,1,0.222,0.316,0.376,0.692,0.316,92.0,
1989,태평양 돌핀스,이광근,,0.9,69,164,144,9,38,11,1,1,54,20,0,0,17,1,2,18,3,0,2,0.264,0.342,0.375,0.717,0.338,106.9,
1989,태평양 돌핀스,여태구,DH,0.58,75,156,143,13,41,8,4,0,57,14,7,2,10,0,1,13,1,3,0,0.287,0.333,0.399,0.732,0.338,106.9,
1989,태평양 돌핀스,곽권희,,0.47,57,103,89,14,23,4,0,2,33,14,1,2,10,1,0,17,3,1,2,0.258,0.333,0.371,0.704,0.333,103.5,
1989,태평양 돌핀스,김진규,RF,0.39,88,153,132,21,32,4,2,2,46,18,8,2,12,1,0,25,2,7,1,0.242,0.308,0.348,0.657,0.3,81.0,
1989,태평양 돌핀스,박준태,CF,0.32,34,62,52,12,12,5,0,1,20,7,2,1,5,2,0,6,0,2,1,0.231,0.317,0.385,0.701,0.322,96.0,
1989,태평양 돌핀스,양후승,,0.27,51,35,27,12,5,0,0,2,11,3,3,1,6,1,0,11,1,1,0,0.185,0.353,0.407,0.76,0.355,118.5,
1989,태평양 돌핀스,정영기,SS,0.19,79,213,186,17,38,4,3,3,57,21,1,2,17,0,0,20,5,8,2,0.204,0.268,0.306,0.575,0.266,57.1,
1989,태평양 돌핀스,최영환,C,0.12,26,25,19,3,3,1,0,0,4,0,0,0,5,1,0,3,3,0,0,0.158,0.36,0.211,0.571,0.308,85.9,
1989,태평양 돌핀스,김진한,C,0.07,3,2,2,0,1,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0.5,0.5,1.0,1.5,0.683,345.4,
1989,태평양 돌핀스,이재호,C,0.06,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0.966,541.2,
1989,태평양 돌핀스,김신부,P,0.01,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,,
1989,태평양 돌핀스,양상문,P,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,
1989,태평양 돌핀스,이상구,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1989,태평양 돌핀스,이희성,3B,-0.01,30,50,45,5,10,1,1,0,13,3,2,3,4,0,0,11,0,1,0,0.222,0.286,0.289,0.575,0.274,63.1,
1989,태평양 돌핀스,김풍기,,-0.02,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.7,
1989,태평양 돌핀스,이연수,,-0.03,7,4,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.25,0.0,0.25,0.19,4.6,
1989,태평양 돌핀스,이상대,,-0.12,22,11,8,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0.132,-35.4,
1989,태평양 돌핀스,김바위,3B,-0.18,31,46,42,1,7,1,0,0,8,3,0,0,4,0,0,17,0,0,0,0.167,0.239,0.19,0.43,0.219,24.6,
1989,태평양 돌핀스,김일환,1B,-0.19,6,11,11,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0.091,0.091,0.091,0.182,0.088,-66.0,
1989,태평양 돌핀스,양승관,,-0.27,17,23,20,0,2,0,0,0,2,2,0,1,2,0,0,2,0,1,0,0.1,0.182,0.1,0.282,0.147,-25.0,
1989,태평양 돌핀스,정진호,LF,-0.32,82,184,162,14,35,6,0,0,41,11,2,3,15,3,0,26,1,3,1,0.216,0.293,0.253,0.546,0.268,58.8,
1990,OB 베어스,김상호,RF,3.42,114,466,400,61,110,18,1,14,172,52,12,6,54,7,2,68,9,4,1,0.275,0.37,0.43,0.8,0.374,129.5,
1990,OB 베어스,김형석,CF,3.27,120,483,429,49,120,18,3,12,180,61,5,5,43,1,5,53,9,2,8,0.28,0.341,0.42,0.761,0.35,113.1,
1990,OB 베어스,최동창,RF,1.28,62,196,149,23,28,5,1,7,56,19,2,1,42,4,0,26,5,0,1,0.188,0.378,0.376,0.753,0.365,123.6,
1990,OB 베어스,구천서,SS,0.96,35,89,76,9,22,4,1,1,31,9,4,0,9,2,0,11,0,2,0,0.289,0.379,0.408,0.787,0.368,125.3,
1990,OB 베어스,임형석,3B,0.82,61,190,174,17,39,9,4,4,68,14,4,3,15,1,0,34,3,0,0,0.224,0.29,0.391,0.68,0.318,90.8,
1990,OB 베어스,신경식,1B,0.7,117,428,385,38,98,21,2,5,138,42,14,7,33,3,4,30,6,1,6,0.255,0.314,0.358,0.672,0.314,88.2,
1990,OB 베어스,김광수,DH,0.41,112,444,380,47,101,11,1,4,126,30,14,12,48,2,1,30,7,14,0,0.266,0.351,0.332,0.683,0.322,93.6,
1990,OB 베어스,정재호,C,0.29,29,60,55,6,14,6,0,0,20,4,0,1,3,1,0,11,0,0,1,0.255,0.3,0.364,0.664,0.312,86.9,
1990,OB 베어스,송재박,2B,0.18,41,130,108,9,24,4,0,0,28,6,1,0,16,1,1,22,0,3,2,0.222,0.323,0.259,0.582,0.282,65.5,
1990,OB 베어스,곽연수,,0.16,64,194,169,16,37,7,2,1,51,15,1,2,17,3,1,28,5,3,2,0.219,0.298,0.302,0.6,0.285,67.6,
1990,OB 베어스,최치용,C,0.15,6,9,8,1,3,1,0,0,4,1,0,0,0,1,0,1,0,0,0,0.375,0.444,0.5,0.944,0.448,181.3,
1990,OB 베어스,양세종,2B,0.12,24,66,54,5,13,1,0,1,17,7,1,3,9,1,2,8,3,1,1,0.241,0.354,0.315,0.669,0.312,86.4,
1990,OB 베어스,안대환,,0.09,66,77,66,9,13,3,1,1,21,5,5,4,7,2,0,15,0,2,0,0.197,0.293,0.318,0.612,0.289,70.4,
1990,OB 베어스,박노준,LF,0.08,106,379,342,37,85,9,2,3,107,24,13,8,24,2,0,35,5,9,2,0.249,0.3,0.313,0.613,0.288,70.3,
1990,OB 베어스,이명수,SS,0.04,91,284,239,14,45,8,0,3,62,30,2,2,33,1,0,40,7,4,7,0.188,0.282,0.259,0.542,0.263,52.8,
1990,OB 베어스,서일권,,0.03,25,35,33,1,8,2,0,0,10,0,0,0,2,0,0,8,0,0,0,0.242,0.286,0.303,0.589,0.284,67.0,
1990,OB 베어스,길홍규,,-0.08,34,67,59,3,13,2,0,0,15,5,0,0,6,0,0,7,3,0,2,0.22,0.284,0.254,0.538,0.264,52.9,
1990,OB 베어스,송명철,C,-0.08,13,16,15,0,2,1,0,0,3,1,0,0,1,0,0,7,0,0,0,0.133,0.188,0.2,0.388,0.19,2.0,
1990,OB 베어스,김종석,1B,-0.13,62,90,80,7,18,5,0,0,23,5,1,0,8,0,0,15,2,0,2,0.225,0.289,0.288,0.576,0.279,63.5,
1990,OB 베어스,강형석,,-0.18,15,14,13,0,1,0,0,0,1,1,0,0,1,0,0,5,1,0,0,0.077,0.143,0.077,0.22,0.121,-46.2,
1990,OB 베어스,서준룡,,-0.23,17,26,23,2,4,0,0,0,4,2,2,3,2,0,0,5,0,1,0,0.174,0.24,0.174,0.414,0.204,11.7,
1990,OB 베어스,이복근,,-0.35,66,104,95,5,16,5,1,0,23,3,0,0,6,2,0,28,0,0,1,0.168,0.231,0.242,0.473,0.23,30.0,
1990,OB 베어스,정삼룡,,-0.46,39,102,92,8,12,2,0,4,26,10,0,1,8,0,0,18,3,1,1,0.13,0.198,0.283,0.481,0.225,25.9,
1990,OB 베어스,김태형,C,-0.5,87,184,166,13,30,3,0,1,36,7,1,3,11,2,0,12,3,4,1,0.181,0.239,0.217,0.456,0.221,23.8,
1990,OB 베어스,김광림,CF,-0.74,82,217,188,16,31,6,3,1,46,21,1,4,20,1,1,26,4,6,2,0.165,0.246,0.245,0.491,0.232,31.2,
1990,OB 베어스,조범현,C,-0.82,84,119,102,8,14,2,0,0,16,6,0,1,7,1,0,19,1,9,0,0.137,0.2,0.157,0.357,0.169,-12.7,
1990,삼성 라이온즈,이만수,C,5.63,110,421,359,50,103,13,0,26,194,57,3,4,54,5,6,37,16,0,2,0.287,0.386,0.54,0.926,0.419,157.7,
1990,삼성 라이온즈,류중일,SS,5.44,120,503,425,70,132,22,5,6,182,45,23,8,50,10,0,55,6,15,2,0.311,0.394,0.428,0.823,0.379,131.2,
1990,삼성 라이온즈,박승호,DH,3.68,110,456,398,64,122,17,1,20,201,75,3,1,50,3,4,45,12,0,5,0.307,0.384,0.505,0.889,0.408,150.4,
1990,삼성 라이온즈,강기웅,2B,3.38,108,438,391,59,106,16,3,15,173,58,24,8,33,3,1,34,12,5,4,0.271,0.33,0.442,0.772,0.352,113.7,
1990,삼성 라이온즈,이종두,RF,2.86,97,323,275,51,81,11,2,9,123,38,17,7,40,3,1,30,5,2,3,0.295,0.386,0.447,0.834,0.388,137.7,
1990,삼성 라이온즈,강영수,CF,1.28,71,223,198,29,47,4,0,10,81,33,2,2,20,3,0,49,2,1,1,0.237,0.315,0.409,0.724,0.339,104.8,
1990,삼성 라이온즈,김용철,1B,1.27,84,294,268,40,69,13,0,12,118,58,1,0,24,0,0,25,12,0,2,0.257,0.316,0.44,0.757,0.351,113.0,
1990,삼성 라이온즈,이현택,1B,1.23,100,318,273,39,68,12,0,8,104,36,10,5,38,2,0,46,3,4,1,0.249,0.344,0.381,0.725,0.342,107.2,
1990,삼성 라이온즈,최해명,,0.81,64,140,125,15,34,9,0,2,49,22,2,0,8,4,0,12,3,2,1,0.272,0.333,0.392,0.725,0.339,105.1,
1990,삼성 라이온즈,김성래,2B,0.58,54,164,141,20,28,3,0,6,49,20,0,0,13,8,0,23,2,2,0,0.199,0.303,0.348,0.65,0.31,85.8,
1990,삼성 라이온즈,장태수,LF,0.56,103,295,243,41,57,14,1,3,82,30,9,6,32,4,0,31,6,14,2,0.235,0.331,0.337,0.668,0.308,84.8,
1990,삼성 라이온즈,홍승규,LF,0.49,88,265,227,36,59,9,0,4,80,23,5,6,24,1,0,33,4,12,1,0.26,0.332,0.352,0.684,0.314,88.7,
1990,삼성 라이온즈,정성룡,,0.35,33,74,64,11,14,2,0,3,25,9,1,1,8,1,0,7,0,0,1,0.219,0.311,0.391,0.701,0.33,99.0,
1990,삼성 라이온즈,김종갑,RF,0.17,45,92,75,7,16,1,0,1,20,5,1,2,15,2,0,16,2,0,0,0.213,0.359,0.267,0.625,0.32,92.4,
1990,삼성 라이온즈,박정환,2B,0.09,66,150,142,17,33,8,0,2,47,13,0,0,4,1,0,38,4,2,1,0.232,0.257,0.331,0.588,0.273,61.4,
1990,삼성 라이온즈,이규창,,0.08,1,1,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0,1.351,772.4,
1990,삼성 라이온즈,김용국,3B,0.05,91,278,255,29,56,11,0,4,79,29,2,0,14,0,0,30,1,5,4,0.22,0.256,0.31,0.566,0.263,54.9,
1990,삼성 라이온즈,정존수,,0.01,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,,,0.729,,
1990,삼성 라이온즈,박홍철,,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,
1990,삼성 라이온즈,구윤,CF,-0.01,2,5,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.2,0.2,0.2,0.4,0.192,8.4,
1990,삼성 라이온즈,이종옥,,-0.01,4,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.241,40.1,
1990,삼성 라이온즈,김우현,,-0.04,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-118.5,
1990,삼성 라이온즈,정경훈,SS,-0.04,9,6,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.167,0.167,0.167,0.333,0.16,-12.8,
1990,삼성 라이온즈,강종필,,-0.14,20,12,11,2,1,0,0,0,1,0,1,1,0,1,0,3,0,0,0,0.091,0.167,0.091,0.258,0.144,-23.8,
1990,삼성 라이온즈,나광남,,-0.2,49,59,47,10,7,3,1,0,12,3,3,3,6,1,0,7,0,3,1,0.149,0.255,0.255,0.51,0.233,35.5,
1990,삼성 라이온즈,박인구,,-0.3,18,26,25,2,3,1,0,0,4,0,0,0,0,0,0,7,1,1,0,0.12,0.12,0.16,0.28,0.126,-35.4,
1990,빙그레 이글스,장종훈,SS,6.94,120,496,411,73,119,15,3,28,224,91,8,7,69,11,5,84,3,0,5,0.29,0.401,0.545,0.946,0.429,165.1,
1990,빙그레 이글스,이강돈,LF,5.39,117,496,436,81,146,20,6,16,226,84,12,10,45,6,2,78,10,3,6,0.335,0.4,0.518,0.918,0.42,159.0,
1990,빙그레 이글스,김상국,C,4.17,116,372,314,39,90,9,3,10,135,46,10,4,47,4,0,37,12,4,3,0.287,0.383,0.43,0.813,0.38,132.5,
1990,빙그레 이글스,강석천,3B,3.78,113,429,356,67,100,24,1,12,162,49,16,6,47,4,0,72,3,17,5,0.281,0.367,0.455,0.822,0.368,124.3,
1990,빙그레 이글스,이정훈,RF,3.13,114,459,402,71,117,20,3,7,164,52,22,6,45,2,2,26,5,4,6,0.291,0.36,0.408,0.768,0.358,117.9,
1990,빙그레 이글스,유승안,C,3.1,110,341,293,29,75,12,0,14,129,54,3,0,36,4,4,64,2,1,7,0.256,0.338,0.44,0.779,0.356,116.1,
1990,빙그레 이글스,고원부,RF,1.61,107,334,288,42,73,13,2,9,117,45,4,4,37,3,2,34,7,4,2,0.253,0.342,0.406,0.749,0.347,110.5,
1990,빙그레 이글스,전대영,2B,0.96,35,67,61,9,21,4,0,3,34,11,1,0,6,0,0,13,2,0,0,0.344,0.403,0.557,0.96,0.443,174.2,
1990,빙그레 이글스,송일섭,2B,0.86,83,165,147,11,38,8,0,3,55,19,1,2,17,1,1,27,7,0,0,0.259,0.339,0.374,0.714,0.339,105.3,
1990,빙그레 이글스,강정길,1B,0.82,107,339,296,31,79,16,0,2,101,32,2,3,35,3,0,30,8,2,3,0.267,0.347,0.341,0.688,0.332,100.1,
1990,빙그레 이글스,김성갑,3B,0.81,89,260,210,29,46,5,1,3,62,18,17,5,32,3,0,36,8,14,1,0.219,0.329,0.295,0.625,0.293,74.4,
1990,빙그레 이글스,황대연,3B,0.42,66,120,106,13,24,4,0,3,37,14,2,1,10,2,0,27,2,0,2,0.226,0.3,0.349,0.649,0.309,84.9,
1990,빙그레 이글스,이중화,LF,0.42,107,316,277,48,71,10,2,1,88,19,16,10,27,1,2,22,3,10,1,0.256,0.324,0.318,0.641,0.299,78.5,
1990,빙그레 이글스,진상봉,CF,0.26,35,45,39,5,11,4,0,0,15,5,2,1,3,1,0,10,0,2,0,0.282,0.349,0.385,0.734,0.335,102.6,
1990,빙그레 이글스,김종문,C,0.19,11,6,5,1,2,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0.4,0.5,1.0,1.5,0.64,304.9,
1990,빙그레 이글스,조양근,2B,0.16,72,165,142,23,29,3,3,0,38,6,9,2,14,2,0,23,2,7,0,0.204,0.285,0.268,0.552,0.261,53.1,
1990,빙그레 이글스,이종호,,0.14,58,47,41,13,10,1,0,0,11,5,6,2,5,0,0,4,1,1,0,0.244,0.326,0.268,0.594,0.29,72.9,
1990,빙그레 이글스,성군철,,0.03,8,5,5,0,2,1,0,0,3,1,0,1,0,0,0,2,0,0,0,0.4,0.4,0.6,1.0,0.463,187.1,
1990,빙그레 이글스,손경호,,0.01,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,
1990,빙그레 이글스,오효근,,0.01,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,
1990,빙그레 이글스,김수길,,-0.01,32,27,23,4,4,1,0,0,5,2,2,1,4,0,0,4,1,0,0,0.174,0.296,0.217,0.514,0.265,55.9,
1990,빙그레 이글스,김광윤,C,-0.02,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-119.8,
1990,빙그레 이글스,이동석,P,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-119.8,
1990,빙그레 이글스,황병일,CF,-0.04,65,80,67,7,12,3,0,0,15,4,0,1,12,0,0,13,5,0,1,0.179,0.3,0.224,0.524,0.268,58.1,
1990,빙그레 이글스,김용선,2B,-0.04,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-119.8,
1990,빙그레 이글스,유태완,,-0.05,13,6,6,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.167,0.167,0.167,0.333,0.16,-13.4,
1990,빙그레 이글스,박선일,C,-0.12,10,9,8,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.0,0.111,0.0,0.111,0.081,-66.1,
1990,빙그레 이글스,지화동,SS,-0.14,46,35,32,12,4,1,0,0,5,2,5,0,2,0,0,6,1,1,0,0.125,0.177,0.156,0.333,0.163,-11.9,
1990,LG 트윈스,김동수,C,4.89,110,416,352,46,102,20,1,13,163,62,15,10,45,10,1,40,6,2,7,0.29,0.379,0.463,0.842,0.39,140.6,
1990,LG 트윈스,윤덕규,3B,3.65,116,426,369,68,103,16,8,6,153,44,6,5,49,3,1,28,4,3,2,0.279,0.366,0.415,0.781,0.366,124.2,
1990,LG 트윈스,김상훈,1B,3.21,100,409,360,52,116,23,3,6,163,58,7,4,36,6,3,32,14,1,6,0.322,0.387,0.453,0.84,0.39,141.0,
1990,LG 트윈스,노찬엽,LF,3.09,105,380,327,47,109,11,6,5,147,51,8,12,41,2,6,25,9,3,7,0.333,0.403,0.45,0.853,0.392,142.0,
1990,LG 트윈스,이광은,LF,2.84,102,393,336,55,96,13,2,8,137,44,11,2,43,8,6,30,8,1,5,0.286,0.375,0.408,0.783,0.366,123.7,
1990,LG 트윈스,김동재,2B,2.07,93,327,279,35,77,15,1,7,115,38,7,7,27,7,1,36,4,10,4,0.276,0.35,0.412,0.762,0.347,111.1,
1990,LG 트윈스,박흥식,CF,1.76,88,334,273,42,67,7,2,0,78,25,16,10,51,5,0,38,4,2,3,0.245,0.371,0.286,0.656,0.328,97.9,
1990,LG 트윈스,김영직,1B,1.35,96,245,202,30,54,5,2,6,81,40,5,3,34,2,1,34,4,3,4,0.267,0.372,0.401,0.773,0.361,120.6,
1990,LG 트윈스,나웅,3B,1.31,110,269,235,38,63,7,4,3,87,26,18,13,20,5,1,30,6,8,1,0.268,0.337,0.37,0.707,0.327,96.7,
1990,LG 트윈스,김재박,SS,0.96,109,431,381,49,91,9,2,2,110,45,14,9,36,2,2,24,5,10,2,0.239,0.306,0.289,0.595,0.283,66.1,
1990,LG 트윈스,민경삼,2B,0.83,99,273,231,29,52,9,3,0,67,16,15,7,25,9,0,21,3,7,1,0.225,0.323,0.29,0.613,0.296,75.5,
1990,LG 트윈스,김선진,1B,0.72,45,98,90,15,31,3,3,0,40,9,5,4,7,0,1,11,3,0,1,0.344,0.388,0.444,0.832,0.387,138.9,
1990,LG 트윈스,최훈재,1B,0.38,30,44,36,6,9,3,1,1,17,5,0,0,8,0,0,6,1,0,0,0.25,0.386,0.472,0.859,0.4,147.4,
1990,LG 트윈스,이병훈,RF,0.2,72,132,120,15,31,4,0,1,38,19,3,2,11,0,0,15,5,0,1,0.258,0.318,0.317,0.635,0.307,83.4,
1990,LG 트윈스,심재원,C,0.16,70,99,90,12,19,0,0,1,22,12,3,0,7,1,0,14,0,1,0,0.211,0.276,0.244,0.52,0.256,47.6,
1990,LG 트윈스,양승관,CF,0.13,36,41,38,6,11,2,0,0,13,3,0,2,3,0,0,4,1,0,0,0.289,0.342,0.342,0.684,0.33,99.4,
1990,LG 트윈스,서효인,CF,0.08,12,26,22,1,5,0,0,0,5,3,1,0,2,2,0,7,1,0,0,0.227,0.346,0.227,0.573,0.3,78.0,
1990,LG 트윈스,장주덕,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1990,LG 트윈스,최달호,C,-0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-130.0,
1990,LG 트윈스,김성재,,-0.06,9,11,11,1,2,0,0,0,2,0,1,0,0,0,0,5,0,0,0,0.182,0.182,0.182,0.364,0.175,-8.6,
1990,LG 트윈스,박성훈,,-0.07,18,17,14,2,1,0,0,1,4,2,0,1,3,0,0,6,1,0,0,0.071,0.235,0.286,0.521,0.255,47.1,
1990,LG 트윈스,김성일,,-0.13,15,20,18,1,3,0,0,0,3,0,0,1,1,1,0,4,0,0,0,0.167,0.25,0.167,0.417,0.219,21.9,
1990,LG 트윈스,유지홍,,-0.18,36,44,42,2,9,0,0,0,9,0,1,1,2,0,0,10,1,0,0,0.214,0.25,0.214,0.464,0.23,29.6,
1990,LG 트윈스,신언호,RF,-0.23,77,111,96,12,20,4,2,1,31,19,1,2,9,0,1,12,2,2,4,0.208,0.266,0.323,0.589,0.266,54.9,
1990,LG 트윈스,김기홍,,-0.29,33,54,49,5,11,2,0,0,13,2,0,2,1,0,0,3,0,2,1,0.224,0.235,0.265,0.501,0.224,25.4,
1990,LG 트윈스,조필현,,-0.42,23,60,52,9,7,3,0,0,10,5,3,4,4,2,0,15,0,1,1,0.135,0.22,0.192,0.413,0.206,12.8,
1990,롯데 자이언츠,한영준,SS,3.18,113,444,352,52,80,17,1,9,126,43,11,7,68,12,2,45,10,8,4,0.227,0.367,0.358,0.725,0.344,108.8,
1990,롯데 자이언츠,김민호,1B,3.13,79,328,288,44,90,19,5,8,143,45,7,2,34,4,5,33,6,1,1,0.313,0.391,0.497,0.888,0.407,150.4,
1990,롯데 자이언츠,김응국,LF,3.06,108,433,377,53,110,20,4,7,159,47,21,12,47,2,1,41,9,1,6,0.292,0.368,0.422,0.79,0.37,126.0,
1990,롯데 자이언츠,장효조,CF,2.13,96,364,324,36,89,13,4,1,113,22,8,4,34,2,0,33,5,4,0,0.275,0.347,0.349,0.696,0.333,101.0,
1990,롯데 자이언츠,한문연,C,1.19,90,260,218,16,55,11,0,1,69,31,2,0,25,2,0,18,4,11,4,0.252,0.329,0.317,0.646,0.3,79.4,
1990,롯데 자이언츠,김병수,RF,0.91,73,191,163,25,43,10,2,4,69,26,1,1,20,0,1,34,5,5,3,0.264,0.339,0.423,0.762,0.344,108.4,
1990,롯데 자이언츠,최계영,DH,0.7,98,383,323,34,85,12,7,1,114,21,12,6,40,3,1,29,4,16,0,0.263,0.35,0.353,0.703,0.323,94.6,
1990,롯데 자이언츠,임경택,,0.58,51,113,96,6,27,4,1,0,33,10,2,0,11,1,0,12,3,3,1,0.281,0.358,0.344,0.702,0.328,97.7,
1990,롯데 자이언츠,유두열,1B,0.5,50,136,107,21,22,7,0,2,35,14,3,0,24,3,1,14,4,2,0,0.206,0.366,0.327,0.693,0.336,102.9,
1990,롯데 자이언츠,박영태,2B,0.47,93,238,211,23,53,4,0,0,57,24,16,4,15,3,0,35,1,6,3,0.251,0.306,0.27,0.576,0.276,63.2,
1990,롯데 자이언츠,김상우,,0.47,27,79,73,11,21,3,0,2,30,9,1,1,5,0,0,8,2,1,0,0.288,0.333,0.411,0.744,0.347,110.3,
1990,롯데 자이언츠,허규옥,CF,0.44,56,164,142,19,35,3,1,0,40,10,4,3,18,0,0,23,1,4,0,0.246,0.331,0.282,0.613,0.297,77.0,
1990,롯데 자이언츠,김선일,C,0.34,61,125,117,11,27,3,1,0,32,17,8,0,6,0,0,12,6,1,1,0.231,0.266,0.274,0.54,0.258,50.9,
1990,롯데 자이언츠,공필성,3B,0.3,78,216,177,20,41,8,1,1,54,15,6,3,21,1,0,31,5,16,1,0.232,0.315,0.305,0.62,0.28,65.9,
